"","MIRC1","MIRC2","MIRC3","MIRC4","MIRC5","MIRC6","MIRC7","MIRC8","MIRC9","MIRC10","MIRC11","MIRC12","MIRC13","MIRC14","MIRC15","MIRC16","MIRC17","MIRC18","MIRC19","MIRC20","MIRC21"
"17",4.98429260122001,4.40316889233919,3.79171744375898,3.82011376208887,7.98348118230637,5.81715643561781,6.49890162038813,4.00017556846805,6.62917554520553,3.4239111027286,9.20086309435315,3.92374742840736,4.0682800592137,6.23012884908084,6.62078490736233,4.15509505264837,6.14894759794278,4.38638649895742,3.37229945320349,6.17726595543141,5.09741322212502
"18",4.67455140655101,4.47700640359949,4.01249033502553,3.93982385463051,8.08780116399332,4.86311955752235,5.86252996830103,3.11990576016252,5.84544411388023,2.5934177563122,8.24896967453337,2.92309567619573,3.46730423390083,6.10497341708749,6.58218367565973,3.63103069834141,5.89274710219383,3.37900259057862,2.83284940190588,5.65502005105202,4.40665760600763
"19",3.86662326322409,4.20903722280189,3.6502609577848,3.24964626676511,9.54319454213554,5.01047989585466,5.6308114400954,2.85345319980422,6.33187267197186,2.75424225895982,7.8790294578653,3.39220592381745,3.55279918674625,6.18081979753658,7.22686900676181,3.53138609016753,5.19556602469645,3.37147031950957,3.63317714102664,5.63744646751271,4.30194818545852
"20",5.01278753512139,3.8455749867744,3.27226388921767,4.74850961805373,1.80988186328609,5.45753084380983,4.90155186598054,3.25583312940217,5.47475361923184,3.33196605580779,7.20455608536471,2.32668402040659,3.78971616202751,4.82648601087513,5.53484693339663,3.89061998110658,5.50294242055,4.67741555259544,4.13603251778655,4.83828142711495,4.44623428374595
"21",3.56100672237176,4.37105770599953,4.17563430476189,3.89449020900319,6.01423588273403,4.45517673536119,5.12753734680425,2.04889762005224,4.42504196225206,2.12357534892847,7.32794277833458,3.4409078360671,3.42535532664914,6.42576650807974,6.78642962612374,3.41769704133782,6.00134498281839,5.4950070469641,2.83457337480089,5.49585132427522,4.00625010563385
"22",5.74250468317904,3.94449543858294,3.66394438401366,3.84836018500314,7.85711811074002,5.48722587853381,5.39342384528256,3.22521503011491,5.9042477315357,3.01154868412323,7.43035074192931,2.74050716937657,3.4770738712329,3.89236041666039,5.44363752520576,3.95234243063717,5.69700974980644,3.38566548192685,5.58381409412008,5.22743306634386,4.55699459850748
"23",3.74360923216115,4.5143212396111,4.12469462032007,4.02226506308878,1.95106379506479,5.38440233492157,5.81500005549668,2.75588374673476,5.85768260704732,2.92685102312376,7.66259577293844,2.69013530925985,3.13846701345429,5.92536910318614,6.26517096133401,3.56159566183204,6.11416941324715,3.19004375963771,2.79741459041173,5.40495718530954,4.43392317449049
"24",3.39056437634057,4.49614761837358,3.503620876753,3.5508462948681,1.51752631308677,5.81423896528763,5.72225142456155,3.25452816753702,6.18494205364013,2.72836304025673,6.55946574510238,3.28188053177986,3.45574968879771,6.97375148038198,7.42792050770875,3.51976310179519,5.43556863058873,3.25015692017817,2.9491701482199,4.99769164385548,4.66025700834326
"25",5.13146416083939,4.23526281351126,3.48893962446762,3.5294131901243,7.21728186372584,5.06883728746973,5.25733875282319,2.68037463246773,5.86538611105288,3.1680381667006,7.16502145517969,2.92290123031253,3.68962094723079,6.69782836092969,5.71708940145916,4.02007808011608,5.6343617637502,4.19608952869461,4.49191782701127,5.81033068760096,4.61590745170143
"26",3.58853687465085,3.95114030231099,3.48652697917685,3.72246829033184,1.59101161498571,5.5300151267657,5.70462344014686,3.02432790608464,5.33878554009782,2.94513413413082,7.386747393445,3.50215812088523,3.20706123736117,5.55606660133625,7.44083111994151,3.66799851742445,5.35098705192062,3.28923724194411,2.47890733216249,5.39102663580658,4.53916583751894
"27",4.24665499720202,4.55918221871398,4.10231279319097,4.03172406127287,2.11788676185751,5.34046743777331,5.20943838534386,3.62198384262432,6.79007199259962,2.85379189928566,6.60655894485855,3.7371893041485,3.8337791620416,5.85364184536168,7.50965627282266,4.04139656401559,5.66442303480458,3.72527531249043,4.17335313892608,5.24231173844522,4.89807053203549
"28",4.30557501450337,4.28700730149613,3.50778875489557,3.20834052828868,1.98557418374525,5.00821317994585,5.57247091056721,2.56885206019074,6.10739699708725,2.33426963627924,7.79262134518688,2.72781472185126,3.42614410860856,6.80898537831572,6.54282567787712,3.4280952083194,5.25897937054493,3.61940934120499,3.23310894042762,5.49016488549462,4.30366581836427
"29",3.70964199087029,4.04803959299093,3.38902249408772,3.38232076973948,6.00369450494529,5.42036599985414,6.24456597601184,3.0219780164516,5.86729818503612,2.64595623574503,8.05423095787504,3.13094938478984,3.49014351712004,6.54950362874597,6.75184072382669,3.56036622391251,5.39615319192436,3.46352392824156,3.05038426576388,5.37350917372055,4.74559266426945
"30",4.89430364977893,5.39531988854228,3.56179512116973,3.81463630931163,2.22531500532702,5.65295954704386,5.97884376054342,3.90066510252423,6.82623471215173,3.8089692581653,5.17913094884291,3.53963350570533,4.32170070702756,5.59376306107347,6.83144336761807,4.62053178276976,6.1769201753294,4.93575281961231,3.80662214951435,6.14573172461309,5.50827412085388
"31",3.3154212356847,4.57506368721791,3.43224479322321,3.9553267932682,1.90878294103567,5.92287492965517,5.42710776838845,3.17989741963043,5.85101045943958,3.04924442888721,7.0999803683552,3.57102332738391,3.55850519791296,7.14674303601921,7.45104970036615,4.15210055742487,5.26380560254346,3.31495145619376,3.03892573447867,5.61456470807723,4.82667287067239
"32",4.98385475783939,3.68776003795028,3.16776466109641,3.61908839453796,1.15503258144922,4.75524121842694,5.21695819729455,2.88093623282134,5.48731373518419,2.73968196023601,8.30681292146207,2.66618272139819,3.58257323507073,5.86740545299754,6.01147398581734,3.62182412971772,5.48836385937294,4.85340178171725,5.45117670489962,5.93170722036241,4.72560276806368
"33",3.69786112716356,4.1369571765862,3.43857200362767,4.09041363490177,1.98755318398319,5.29929626006637,5.27825265080354,3.11521358479356,5.81143335752603,2.59447808783337,6.7832361985089,3.58340484586722,3.45280549688386,6.58627017881375,7.36475325398722,3.64878680522986,5.15809706491944,3.22652031529327,2.36314928601628,5.19554267338664,4.39791081647971
"34",4.49068987407515,3.90751250701748,3.58998519799134,4.08767275948506,7.22949521388992,5.59676828279043,5.3701367979887,3.15243617581319,6.171099888197,3.14460364910017,7.70072539727435,2.649266824123,3.56121531523119,6.12897894653925,5.45856371609069,3.37007967666424,5.33298875084649,4.37281846659553,4.25653693766065,5.31048644393072,4.30917675949748
"35",4.82809179243991,4.390117739061,3.40241845957839,3.88016771081353,5.96905921967192,5.76402655864512,5.43137098298032,3.39893186128841,6.50427022835169,2.72870294498018,6.05334153239019,3.73357693152106,3.68054170212915,6.38411914539031,7.17088384420688,4.02877418530697,4.5033222975994,4.69071146664607,2.62885413386331,5.96634600063295,4.55363143023339
"36",4.10445607581559,3.86923146644886,3.06260459332757,4.22564913899328,8.63865016859805,5.72789736067313,5.507649030028,3.79684788851363,5.86851706021763,2.89230331051775,7.50543712211728,3.82363021204925,3.69174751613144,6.56260172604252,7.41617277207256,4.0482058158794,5.27024256263056,3.52753876967165,3.21596146298116,5.47184896130011,4.94295327707667
"37",5.21659188409948,4.48028927049833,3.38241191826659,3.83368821073685,7.73116776522012,5.6019481842961,5.80392362529354,3.53337138536493,5.92915896493225,3.29595425669346,6.60275531383191,2.68758311243598,3.31787947744803,5.67679557993004,5.09791254685011,3.73022010305485,5.87588067834676,5.29329298670014,4.22930897306956,5.08909633779196,4.7222646257158
"38",4.6741861299793,4.75025416362288,3.83549484476557,4.73048170078818,7.42286327241305,5.12245446063205,6.03415051014508,3.31219030204428,6.68888292612507,3.63904696191193,8.98084408932628,3.29433716396718,4.50550993018409,5.72616451092381,6.44575200508823,4.16831350188364,5.93816581659532,4.36874123982922,3.19680353432383,6.35696778790561,5.02385776579928
"39",5.13464198412202,4.20733424643447,3.26437572781533,3.64260124801908,1.84882440681024,5.55389667651856,5.21886197362147,3.10232490044139,6.39849805045021,2.60732419134948,6.97347516917148,3.04744020309919,3.8427562182169,6.34523342749375,6.80703957566327,3.78685115190877,5.34802646058741,3.89519308924789,2.57925256011331,5.47766593874639,4.31263437785585
"40",4.5770219824786,4.01352226508575,3.20025794710199,3.64931198907713,8.34390410926304,5.2708985507751,5.30165169467027,2.65166859642082,5.69986925686039,2.74290819614841,8.46060744130905,2.77656928933034,3.71063316379866,6.37051044377659,5.28851762044164,3.79193738599424,5.46985260524946,3.20212648966297,3.32031497649376,5.18050343431943,4.4602870338088
"41",4.6055860755389,4.33073926899536,3.57223311731132,3.74834226309106,8.58813816795666,5.38221000486003,5.15093870179381,3.37337729265693,6.01849169001307,2.65837979786239,9.04376398016989,2.97165819014682,3.7750168349792,6.93904726309726,6.76333075687984,4.09207596577866,5.88883967740273,3.40795452183473,3.22129559382875,5.44103421953821,4.63446422480785
"42",4.7894152137979,4.71416520045985,4.50293497385778,4.09080707568504,7.3439935620316,5.15553363256758,5.59054163309004,3.23209796650708,6.13275676566109,3.24524026647901,8.79594209266772,3.45758365664853,4.15383134148183,7.04869874028981,6.41621804875501,4.10283634970171,6.46882220248226,4.56936825605929,2.62480728096282,6.12565324276714,4.88274210133107
"43",4.80776047525456,4.69769529509074,4.13700921855961,3.71720841552877,2.26135296598202,5.16252837446178,5.72574831656568,3.32765035778609,5.81862868297444,2.64591915101754,8.02276909194399,3.27794604824479,3.60522916025224,5.3956518532022,6.39119789672796,3.62745101401906,5.98042161684776,4.65709978831975,3.13345382163133,6.02901569368673,4.52911000062747
"44",3.74603474654248,4.01146420581104,3.32308997787621,4.21730307561285,8.03263107373804,5.56733570724461,5.33440383613743,4.45541794696835,6.62834439158572,3.44058477056146,8.12936262250185,3.21142823955687,3.42389201819608,5.79055668081034,5.88124751792684,4.06151947306286,5.82386587369769,2.89195156308322,4.83657688167926,5.64262287470059,4.70768673656245
"45",4.70812600321853,4.0598169269145,3.32911952446817,3.14544332688241,8.61268408057714,5.27090871546039,5.05075561974689,3.23266759230825,6.34511851358715,2.68833428136334,8.30617379464573,2.97654465228169,3.13009793092653,6.20861566378777,6.66292439172048,3.31304173279545,5.08205204715349,5.25334556492514,2.97656462368767,5.72367001205648,4.25243661254296
"46",4.39058023263248,3.15388168530274,2.77305797869267,3.85968913655179,6.63659955985665,4.47312559519414,3.27327882091806,2.11722880333365,5.27339399533621,2.20897520330661,6.57574675684132,2.28840144988253,2.92194941143261,5.30726026603875,4.63627216951834,2.89584206661978,4.90522539032885,2.77107499887972,4.36796283016479,4.44094913026816,4.02233081985549
"47",4.96470362419916,4.11464829265861,3.4400810089234,3.58374735257388,2.01287739479637,5.54038671632759,5.47372758071844,3.56927464436163,6.15287699620999,3.25050564482738,7.65643597024526,2.90208838038687,3.73082872569074,6.08523345416336,5.74220045602673,3.91069071862337,6.11762473490704,4.41545910071978,3.75690570941635,5.06219206775329,4.54746746246995
"48",4.40659922498721,4.5608021082896,4.11792501738931,4.14065143297459,7.77432217158775,5.75582962220893,5.08523839304611,3.91997933976622,6.34404260064181,3.74765333087552,7.07423469477522,3.3529591255848,4.41603886222873,5.35669524076121,6.57929108440308,4.76867118127802,6.06987782556142,3.07142402982201,4.22137604940722,5.45832617233926,5.04072305660627
"49",3.98683285243524,4.32572739328471,3.48796175423054,3.25018876515769,6.51318149140309,4.65966790226442,5.85415675715164,2.77049689782746,5.65499737664788,2.59844882135791,7.58678479759308,3.11747229131609,3.2793516245882,5.96649294386356,5.80093760424122,3.32379991932109,5.68117410199823,3.29338851423658,2.7361463137168,5.560787461146,4.3358371619424
"50",3.97152615464164,4.38309558753655,3.68170843312788,4.10548265038515,8.81021419372663,5.42001028290737,5.71108589861485,2.97598699626126,6.37555171157059,2.68534262200418,8.74054532694086,3.35923351124461,3.65675963493292,6.48728943390939,7.14843286493151,3.72977932581482,5.77393916013967,3.88962970839593,3.20252563066634,5.75052053994291,4.36559517036123
"51",3.27776402624419,5.16893493850913,3.99131949479654,4.12358300872942,6.89587959021463,5.56190437279401,6.31639296612467,3.2110078616944,6.15924594178616,2.79211612155002,7.59402573867644,3.49173096387014,3.3547476123219,6.68551755926602,7.43748909364871,3.67089724782109,6.48570459052118,2.65756676166134,2.77554565793387,5.63640776367823,4.52038661311251
"52",3.70362955866664,4.4066867765898,3.28133842556763,4.13843854179493,1.44639122786029,5.45236389622248,5.30337175499184,2.78723049867559,5.78242174933565,2.57873658361833,6.66365087965131,2.98892608142376,3.33353838586888,6.80743587005297,6.62404135750793,3.74081079147884,5.53379946490621,4.16966819997495,3.4548445659835,5.26182681854857,4.65237366428187
"53",4.45563033993444,3.62479480739397,3.11350932207195,3.29302241509442,7.58392789882843,5.15360270343556,6.40974076196035,3.2807851933234,5.99975529918775,2.33405912112724,8.7707960611873,2.33562834737593,3.01681319618323,5.02829548054828,4.73963502874494,2.99570432710704,5.51539085084345,2.35940249990829,3.30250096619296,5.39464399924646,4.17836560842211
"54",4.49876798778171,4.35505474065134,4.04068602604337,3.97911406212035,1.75190616737827,6.14627494837891,5.9781753426374,3.33293004259412,6.20638360108433,3.13304992108577,8.06765460084862,3.60718861301436,3.67679967132292,8.23216396879748,7.16881974979167,3.69037864102348,5.76566183619889,3.19333575566481,2.34128604406596,5.58920213387284,4.62549837507509
"55",3.67509088346999,4.77305089557948,4.20350945556326,4.18538729133088,7.56686233617883,5.32181676599678,6.09876530252741,2.68433629519086,5.39167387747394,2.74749749052304,7.97551963873251,3.60584940185171,3.58441298573767,7.32630122038327,7.59571827424987,3.66144601139907,6.15768704702153,2.91384244033136,2.98728949517532,5.78680612607378,4.51285984079984
"56",4.78818829081794,3.91470461529157,3.23290522052622,3.4861885614534,5.98349050336586,4.77895188097209,5.61333054707343,3.17798337897707,6.27998242667166,2.46750120806376,7.23292571981641,3.19085554303014,3.42320248819513,6.18056432571675,6.53435552192462,3.80973315171344,5.39547120206377,3.74931069870064,2.413043466463,5.69687786890933,4.71491412967267
"57",5.76589238790128,4.35410478761387,4.53969050160797,3.97351857029071,7.49845859064199,5.61556002384734,5.46403738066355,3.52370872766359,6.23379643428735,3.44389602041013,7.58311716588784,2.9823486724018,4.20429085680475,6.80791762193079,5.77909753863076,4.02618763576804,6.08872388705106,3.00512868163583,4.61585253955026,5.56998727407526,4.96194944682794
"58",5.4509964216735,3.55321795345587,2.82917215359035,4.48917588617915,7.80219325514695,5.64911248096325,4.96649566039697,3.54323495900607,5.80914894627764,3.09248052647823,6.51345330533135,2.9767968683987,4.12916954675934,6.64720283538699,5.01098471194523,3.67670047246845,5.28915193391605,2.83770209668903,4.2188820652634,4.75119849316401,4.9239564415542
"59",5.32016796953307,3.73975749240053,2.93009992857831,4.08394374991321,9.00185033222792,5.74194271013712,5.5945703873179,3.45823092534319,6.32501305237007,3.60107218387783,6.86108457535428,2.77668744665559,4.00188710903508,6.26634213948911,4.77704065950216,3.88723827243355,4.88229898896158,4.25509810876681,3.70036853832086,5.39957624706443,4.73133671851296
"60",4.56009751067737,4.10099165030593,3.35980311492585,3.61408438442105,6.54392114005578,5.12812282670003,5.5643367741637,2.44135775010533,5.67394476341269,2.49036459015507,7.50556954065171,3.03112547711191,3.5224954194763,6.86166120558099,6.26276182293966,3.32449151553961,5.41879234517733,2.28307687898195,2.8836564556651,4.82306382190927,4.04689949088221
"61",4.1004318632807,4.51919294908816,3.76223915493575,3.62062441885257,2.02048147527524,5.45803639173977,5.72376423576183,4.04698085743987,6.42235837406403,3.03802644303675,7.26393506998451,3.69656844431333,3.91877707945443,6.6246484718071,7.53007006977942,3.8751088853326,5.46903180797173,3.87301363515213,3.25042458213339,6.70232849200957,4.42446804238975
"62",4.75575298522153,4.2681096119365,3.81623767642374,3.47142934694267,7.07763489630183,5.25632903861803,5.51897810367839,3.50273435493323,6.01880489607326,2.86773340075169,7.73155002953411,2.70226424480688,3.59164886476885,6.42577800146678,5.63120077774294,3.82878158144573,5.90455841695848,3.97412980594784,4.42631324806207,5.72023245549773,4.7563690541007
"63",4.24937343060865,4.55519034064727,3.92250697934681,3.12598881000545,2.47241198645646,5.17850085374967,5.6969855447348,3.19267383475042,6.57165441495914,2.76129574854812,7.92943319516733,3.36850971873482,3.46172884934781,5.55523573241201,7.23050731700198,3.69141943652506,5.30509170758534,3.17593457015438,3.70580022380494,5.66876626845256,4.46953920592555
"64",3.73078716684786,3.96564668283689,3.28086567282362,3.32068284803645,4.5399064849796,4.31046266938383,5.63117815620776,2.38027934539421,5.67704547356769,2.09083042070596,7.28504087507264,2.94755033535564,3.16939816663914,7.1162821079652,6.12913013586693,3.07294936023146,5.78802265690583,3.11949408147656,2.80708276914948,5.00477576156678,3.84407081164715
"65",4.60028249758997,3.91450658807906,3.2201565808489,3.42039183728515,8.69755108078497,5.24833547483199,4.86165907120255,3.14412575782294,5.55160475209221,2.3946737146884,6.95500326698741,3.1487272293406,3.15824095677836,6.44423209162154,6.52646515909476,3.45054320533768,4.68086897586824,4.18479052835416,2.53234799784372,5.07086364060884,4.2632953323793
"66",3.00651528906509,4.50594356539473,3.84270124067947,3.42635926610194,6.65897405338653,5.3329550983223,5.59057047509276,2.81832680057776,5.32869413209195,2.82761028567358,8.17124622164526,3.42960250578212,3.77961644916677,6.39906811682879,7.12200161219571,3.56510954172858,5.44692520712858,3.2202049107393,3.44930016121923,5.3061070112857,4.49925008393421
"67",4.91946322269486,4.05004420229313,3.36893895413366,3.23541434790393,8.18162114605223,4.94081155097814,5.26804897787218,3.93452029402147,5.99936635975976,2.8418921747098,7.98011517351915,2.9946754231444,3.29262630402778,5.95986694580285,6.45286032333743,3.41979060654029,5.34065423580804,3.79236415012904,3.49932144296926,5.95263442031559,4.49947285167412
"68",3.62383481834271,4.33596914404081,3.40180821784781,3.46005130974036,2.01094821670002,4.97561904978088,5.45673383738629,2.6978190134788,6.06738672453703,2.19793152630604,6.99906765339093,2.97104528922082,3.03818643219692,5.49395903818868,6.77310331222554,3.50568959901681,5.79009194165667,3.34237213297463,2.85305978756485,5.05516708842097,4.2069327985425
"69",3.90949387902145,4.23565241355215,3.43149581565551,4.00370865517869,1.90784046478686,5.8009132484169,5.25925054421394,3.32285432373898,6.22193714850771,2.68848402489391,7.47380862061786,3.2896933754475,3.63247626716098,6.78038080387447,7.32023109494435,3.74322295553207,6.03724733039026,2.88921761854623,3.12511358904655,5.36765004240379,4.63882199590386
"70",4.50831470616534,4.4181966807792,3.28219226896153,3.71027897202298,8.02701781475333,5.68176823424122,5.49946271404932,3.64461991236367,6.31537562503534,2.96227098994135,6.92808813541882,3.03694079924891,3.52369315991208,6.84974552436975,6.09219266985871,3.58709869853268,4.8355090522406,5.54305745246544,3.09823564664758,6.26165373844967,4.67135117307188
"71",3.10972642602684,3.88456874182454,2.5556796890712,3.16741246951251,4.55161645297194,5.25920477648946,5.35954463656024,2.82236187473315,5.60443336936545,2.5013967154573,6.41172803549064,2.93499404790905,3.00062448638913,5.31655229341504,6.54883618235485,3.29436878758753,4.74499666953125,5.22995684583004,2.15370557484869,4.70767670965241,4.16534998993438
"72",4.44771158148795,4.27538013732569,3.64736269984474,3.2993099944899,6.52571690553976,5.46131803276289,6.03734344447937,3.47853686325587,6.370339211058,2.43947341298069,7.63809375439467,3.18137738832625,3.3432462612057,6.00428595020083,6.63039342928942,3.28654510742723,6.33958554308724,3.5255983287978,3.70862267558814,5.46151741459928,4.36419603485157
"73",4.93248359387991,4.40884482350453,3.69273095737711,3.65305002870438,7.57339720756242,5.74522738014675,5.54447059782735,3.49940356866371,6.45650533022875,3.1280165369718,8.17522837400604,3.13313679133474,3.66855634317576,6.10202528803225,6.49751606066127,3.78794344672206,5.91822306951533,3.65723952774417,3.49478868941509,5.46934997514212,4.67820244015437
"74",4.57462190401184,6.32189643236782,6.53190591605691,5.54047512267726,4.22301540065232,5.1783124001266,4.95110413146454,3.81934949711422,5.89381881245018,3.45673100239042,6.84038990719869,3.70230409047688,4.90053012713548,4.58566839518934,5.84106270134699,5.00907802749739,6.60421559177427,3.82993116340477,4.06085058071583,6.03467458076835,5.20478771497849
"75",3.75958828649368,5.13149352713953,3.89471623478102,3.47566864825766,1.473016082552,5.09005971174387,5.93055038435262,2.80499577828124,5.51518440826496,2.66313484191744,7.49732145801663,3.66518176289034,3.58458344252891,6.27125816638274,7.13476779324445,3.70733486155971,5.80357728430279,3.10832476764325,3.07985830821894,5.4439312260234,4.57231662811218
"76",4.01588553255873,4.32806723495917,3.6179414082262,4.43000883230511,8.75169389993029,5.79866113602914,5.40761654935057,2.54228197587442,6.47073391894253,2.61555963775413,6.87099275340901,3.48862673475407,3.90943876673651,7.95418373964706,7.33305498746946,3.97997037853934,4.97492309030725,3.53730734200471,3.66866605836861,5.55984540059877,4.78252696197017
"77",3.86273024248436,4.23154384712469,3.5996405055868,3.79827337393871,7.81521916115043,5.39054377327814,5.60892420487519,2.2639910753929,6.08928424133903,2.64073329319594,8.06855727818863,3.52150951433863,3.29109840648196,6.16366543310414,7.05769535683984,3.26538566975134,6.68955601756038,9.63959383802254,4.08642281497428,5.51372525818215,3.95956068138726
"78",3.72038576969788,4.66626459675351,4.23234785822038,4.07689903072502,2.92759704247202,5.77918785557083,4.77935565585001,3.69373296725864,6.77709074339988,2.88978924599839,7.15850256603748,3.7014539634066,3.99324892904448,6.79344639572135,7.34927716237561,3.7939804030452,5.71593840681369,4.32632914668212,4.08324636603283,5.69329758446789,4.73928337660282
"79",5.57081457257597,4.60152744392017,3.6387937360397,3.82554527074793,7.42755050357968,5.77469956145191,5.08549938459824,3.77560131638809,6.08430433547877,4.00365523686717,7.7135158936635,3.98666590126908,4.12593459077527,5.65806816296533,6.69223699631477,4.96957900744398,5.94971701849611,5.94404538463901,3.79260791185555,6.1886156091908,5.26237598800035
"80",4.6218847212703,5.7556085390394,5.74654366204987,4.67443855769688,3.60421210059168,4.50638439455211,4.75480141274237,3.32154176091272,4.43678043442671,3.42576422072404,7.59516713899242,3.60945933428902,4.58364297322997,4.79434385011148,4.30380252715581,4.32246786442997,8.15176116923189,3.65609583340734,9.26683319732219,6.04478148782183,5.09504842598783
